step,val_mse,val_regret,epoch,train_loss,test_mse,test_regret
0,142.90838623046875,21.803735733032227,0,,,
24,142.10585021972656,21.331771850585938,0,,,
24,,,0,141.08995056152344,,
49,141.27574157714844,20.520620346069336,1,,,
49,,,1,140.2793426513672,,
74,140.46566772460938,20.450151443481445,2,,,
74,,,2,139.4671630859375,,
99,139.65013122558594,19.48736000061035,3,,,
99,,,3,138.6653289794922,,
124,138.8560028076172,18.830032348632812,4,,,
124,,,4,137.86123657226562,,
149,138.0356903076172,18.67781639099121,5,,,
149,,,5,137.06802368164062,,
174,137.22271728515625,18.282485961914062,6,,,
174,,,6,136.2791290283203,,
199,136.4268798828125,18.174039840698242,7,,,
199,,,7,135.48573303222656,,
224,135.64505004882812,17.611543655395508,8,,,
224,,,8,134.70533752441406,,
249,134.8507537841797,16.55048942565918,9,,,
249,,,9,133.930908203125,,
274,134.0620574951172,16.454893112182617,10,,,
274,,,10,133.16189575195312,,
299,133.3000946044922,16.491607666015625,11,,,
299,,,11,132.38844299316406,,
324,132.50833129882812,16.32378387451172,12,,,
324,,,12,131.637939453125,,
349,131.7659454345703,15.678193092346191,13,,,
349,,,13,130.870849609375,,
374,131.0016632080078,15.252264022827148,14,,,
374,,,14,130.122314453125,,
399,130.23963928222656,15.025535583496094,15,,,
399,,,15,129.37100219726562,,
424,129.47682189941406,14.480573654174805,16,,,
424,,,16,128.6362762451172,,
449,128.73529052734375,13.766218185424805,17,,,
449,,,17,127.89254760742188,,
474,128.0062255859375,13.53348159790039,18,,,
474,,,18,127.16647338867188,,
499,127.25236511230469,13.119543075561523,19,,,
499,,,19,126.43280029296875,,
524,126.53915405273438,12.983575820922852,20,,,
524,,,20,125.70539855957031,,
549,125.80877685546875,12.554510116577148,21,,,
549,,,21,124.99298858642578,,
574,125.06777954101562,12.258537292480469,22,,,
574,,,22,124.28014373779297,,
599,124.36270141601562,12.243976593017578,23,,,
599,,,23,123.5623550415039,,
624,123.63273620605469,11.938654899597168,24,,,
624,,,24,122.86726379394531,,
649,122.91607666015625,11.50050163269043,25,,,
649,,,25,122.1628189086914,,
674,122.21765899658203,11.271597862243652,26,,,
674,,,26,121.46220397949219,,
699,121.52696990966797,10.960144996643066,27,,,
699,,,27,120.77285766601562,,
724,120.8281021118164,10.550270080566406,28,,,
724,,,28,120.08629608154297,,
749,120.12451171875,10.472987174987793,29,,,
749,,,29,119.40149688720703,,
774,119.44490051269531,9.916607856750488,30,,,
774,,,30,118.72209167480469,,
799,118.75756072998047,10.075845718383789,31,,,
799,,,31,118.0521011352539,,
824,118.07070922851562,10.1547269821167,32,,,
824,,,32,117.3828125,,
849,117.4009017944336,10.238456726074219,33,,,
849,,,33,116.7177505493164,,
874,116.72085571289062,10.238456726074219,34,,,
874,,,34,116.05305480957031,,
899,116.3806381225586,10.238456726074219,35,,,
899,,,35,115.55155181884766,,
924,116.05294036865234,10.151752471923828,36,,,
924,,,36,115.2229995727539,,
949,115.7170639038086,9.746393203735352,37,,,
949,,,37,114.89804077148438,,
974,115.37823486328125,9.746393203735352,38,,,
974,,,38,114.5703125,,
999,115.05396270751953,9.746393203735352,39,,,
999,,,39,114.24402618408203,,
1024,114.71768188476562,9.720020294189453,40,,,
1024,,,40,113.92005920410156,,
1049,114.39546203613281,9.720020294189453,41,,,
1049,,,41,113.59300994873047,,
1074,114.06514739990234,9.717428207397461,42,,,
1074,,,42,113.2711410522461,,
1099,113.73078918457031,9.744132041931152,43,,,
1099,,,43,112.94975280761719,,
1124,113.40298461914062,9.744132041931152,44,,,
1124,,,44,112.62590026855469,,
1149,113.06822204589844,9.524255752563477,45,,,
1149,,,45,112.30693054199219,,
1174,112.74235534667969,9.524255752563477,46,,,
1174,,,46,111.98468780517578,,
1199,112.42637634277344,9.524255752563477,47,,,
1199,,,47,111.6649398803711,,
1224,112.09339141845703,9.544727325439453,48,,,
1224,,,48,111.3481674194336,,
1249,111.77410888671875,9.544727325439453,49,,,
1249,,,49,111.02651977539062,,
1274,111.60617065429688,9.544727325439453,50,,,
1274,,,50,110.78783416748047,,
1299,111.44503021240234,9.544193267822266,51,,,
1299,,,51,110.62845611572266,,
1324,111.28681945800781,9.544193267822266,52,,,
1324,,,52,110.46949005126953,,
1349,111.12621307373047,9.597753524780273,53,,,
1349,,,53,110.31053924560547,,
1374,111.04686737060547,9.597753524780273,54,,,
1374,,,54,110.19105529785156,,
1399,110.9646987915039,9.597753524780273,55,,,
1399,,,55,110.11335754394531,,
1400,,,56,,120.12809753417969,9.383208274841309
