step,val_mse,val_regret,epoch,train_loss,test_mse,test_regret
0,146.3280487060547,24.819509506225586,0,,,
24,145.47793579101562,24.144981384277344,0,,,
24,,,0,135.79998779296875,,
49,144.61395263671875,23.144567489624023,1,,,
49,,,1,135.0237274169922,,
74,143.7687530517578,22.583925247192383,2,,,
74,,,2,134.25564575195312,,
99,142.92771911621094,21.80937957763672,3,,,
99,,,3,133.49472045898438,,
124,142.0966339111328,21.80937957763672,4,,,
124,,,4,132.73809814453125,,
149,141.26907348632812,21.169679641723633,5,,,
149,,,5,131.98728942871094,,
174,140.4424285888672,19.919458389282227,6,,,
174,,,6,131.24673461914062,,
199,139.64822387695312,18.67574691772461,7,,,
199,,,7,130.4995880126953,,
224,138.83465576171875,17.922903060913086,8,,,
224,,,8,129.77272033691406,,
249,138.05093383789062,17.584871292114258,9,,,
249,,,9,129.04139709472656,,
274,137.2425537109375,16.943439483642578,10,,,
274,,,10,128.3224639892578,,
299,136.44357299804688,16.549537658691406,11,,,
299,,,11,127.6028823852539,,
324,135.6439208984375,15.815437316894531,12,,,
324,,,12,126.89066314697266,,
349,134.87664794921875,15.494009017944336,13,,,
349,,,13,126.17986297607422,,
374,134.10122680664062,14.83233642578125,14,,,
374,,,14,125.47698974609375,,
399,133.35089111328125,13.809348106384277,15,,,
399,,,15,124.77734375,,
424,132.56517028808594,12.925085067749023,16,,,
424,,,16,124.08966827392578,,
449,131.81076049804688,12.713905334472656,17,,,
449,,,17,123.39054870605469,,
474,131.0653076171875,12.537439346313477,18,,,
474,,,18,122.70796203613281,,
499,130.29417419433594,12.469600677490234,19,,,
499,,,19,122.0333480834961,,
524,129.5623779296875,12.38037395477295,20,,,
524,,,20,121.34406280517578,,
549,128.8196563720703,12.393336296081543,21,,,
549,,,21,120.6754379272461,,
574,128.10472106933594,11.927677154541016,22,,,
574,,,22,120.00358581542969,,
599,127.36798095703125,11.707367897033691,23,,,
599,,,23,119.34349822998047,,
624,126.63643646240234,11.707367897033691,24,,,
624,,,24,118.68301391601562,,
649,125.9220199584961,11.517772674560547,25,,,
649,,,25,118.02304077148438,,
674,125.1943588256836,11.49281120300293,26,,,
674,,,26,117.37496185302734,,
699,124.48413848876953,10.802621841430664,27,,,
699,,,27,116.72244262695312,,
724,123.78968811035156,10.724218368530273,28,,,
724,,,28,116.08063507080078,,
749,123.09555053710938,10.732129096984863,29,,,
749,,,29,115.43646240234375,,
774,122.37698364257812,10.732129096984863,30,,,
774,,,30,114.80828094482422,,
799,121.70487976074219,10.59124755859375,31,,,
799,,,31,114.16622924804688,,
824,121.0199966430664,10.451523780822754,32,,,
824,,,32,113.54522705078125,,
849,120.32788848876953,10.33203411102295,33,,,
849,,,33,112.92023468017578,,
874,119.64984130859375,10.538254737854004,34,,,
874,,,34,112.2956314086914,,
899,118.9823226928711,10.538254737854004,35,,,
899,,,35,111.67999267578125,,
924,118.30511474609375,10.179376602172852,36,,,
924,,,36,111.07077026367188,,
949,117.62805938720703,9.807904243469238,37,,,
949,,,37,110.46145629882812,,
974,116.97772216796875,9.767921447753906,38,,,
974,,,38,109.84894561767578,,
999,116.31594848632812,9.7106351852417,39,,,
999,,,39,109.25215911865234,,
1024,115.66156005859375,9.612724304199219,40,,,
